cdid,digitalCommonsURL,digitalCommonsPdfURL,persistentID,circuit,court,state,stateClaim,judge,judgeFullName,judgeFirstName,judgeMiddleName,judgeLastName,judgeSuffix,lawsuitFiledYear,lawsuitFiledDate,cdFiledYear,cdSignedYear,cdFiledDate,caseNumber,versionNumber,caseName,cdSignedDate,effectiveDate,durationNumberOfYears,durationText,plaintiffsAttorneysFees,internComments,cdCreateDate,lastModifiedDate,lastModifiedBy,hidden,hiddenDate
22,http://digitalcommons.ilr.cornell.edu/condec/29/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1024&context=condec,1-98-CV-3679-RWS-1,11th,Northern District,Georgia,False,"Story, Richard W.",Richard W. Story,Richard,W.,Story,,1998,1998-12-23 00:00:00,2001,2000,2001-06-07 00:00:00,1-98-CV-3679 (RWS),1,"Abdallah, et al. v. The Coca Cola Company",2000-12-22 00:00:00,,4,Four Years,"Attorneys' Fees, Costs and Expenses: ""Settlement Class Counsel"" is defined to mean Bondurant, Mixson & Elmore, LLP; Mehri, Malkin & Ross, PLLC; DeVille, Milhollin, Voyles & Wales; and Gordon, Silberman, Wiggins & Childs.  Subject to Court approval and direction, The Coca-Cola Company agrees to pay directly to Settlement Class Counsel (or their designee) an amount in lieu of and in complete settlement of all claims inuring to Settlement. Class Counsel for all attorneys' fees, (""Settlement Class Counsel Fees"").  Said payments shall be made by the Company no later than 30 days after all provisions of this Settlement Agreement become final and binding and in such shares as Settlement Class Counsel may collectively direct and the Court approve.  Such Settlement Class Counsel Fees shall equal $14 million (bearing interest from June 14, 2000, through the Court Approval Date at the rate of 6% per annum compounded annually) plus $5,998,047 (bearing interest from January 1, 2001, through the Court Approval Date at the rate of 3% per annum compounded annually).  Expenses of litigation, including expert fees and expenses, shall be paid to Class Counsel from the Compensatory Damages Fund. As of November 30, 2000, Settlement Class Counsel's expenses totaled approximately $1,191,000.  Class Counsel estimates that additional expenses of $350,000 are reasonably foreseeable in order to: a) bring this Settlement through the process of a fairness hearing and final conclusion, and b) represent the class' interest in monitoring the Company's compliance with the terms of the Settlement.  The purpose of the Company's payment of Settlement Class Counsel Fees is to settle and resolve claims for all attorneys' fees relating to and arising during and as a result of this litigation, including all fees for monitoring Consent Decree and Settlement Agreement compliance during the life of the Consent Decree, except as expressly specified herein.  It is the intention of the parties to demarcate clearly between settlement proceeds in which Settlement Class members have an interest which may subject them to tax liability and Settlement Class Counsel Fees in which Settlement Class members have no interest and on which it is intended they should not pay tax.  Accordingly, the amount paid separately to Settlement Class Counsel for Settlement Class Counsel Fees is independent of and apart from the amounts the Company shall pay to members of the Settlement Class and members of the Settlement Class shall at no time have any interest in Settlement Class Counsel Fees, and the Company shall treat these amounts accordingly.  Except as expressly provided herein, neither the Company nor Settlement Class Counsel make any representation regarding and shall have no responsibility for the tax treatment of the foregoing attorneys' fees.  Nothing in this section M.G. shall be deemed to limit the Court's authority to review, approve or alter the proposed attorneys' fees and expenses award to Plaintiffs' counsel. (Pages, 36-37)",,2010-05-21 11:19:18.883000000,2020-04-21 09:56:54.697000000,,False,
23,http://digitalcommons.ilr.cornell.edu/condec/78/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1085&amp;context=condec,1-02CV00082-HHK-1,District of Columbia,United States District Court for the District of Columbia,District of Columbia,False,"Kennedy, Henry H. ",Henry H. Kennedy,Henry,H.,Kennedy,,2002,2002-01-17 00:00:00,2002,2002,2002-01-23 00:00:00,1:02CV00082 (HHK),1,"Kosen, et al. v. American Express Financial Advisors, Inc., et al. ",2002-06-16 00:00:00,"C. Effective Date of the Decree
This Decree and the agreements incorporated herein shall become effective on the date when all of the following have occurred: (1) the Court has finally approved, signed and entered this Decree; (2) the Court has entered an Order and Judgment dismissing the Action with prejudice, with continuing jurisdiction limited to enforcing this Decree; and (3) the time for appeal has either run without an appeal being filed or any appeal (including any requests for rehearing en banc, petitions for certiorari or appellate review) has been finally resolved.  (Page, 9)
",4,Four Years,(See Claims Administration),"need attorneys from Jones, Day, Reavis & Pogue LLP.

was this decree modified?  docket states this but then it's not mentioned if the motion was granted or not:

10/02/2002 23 Consent MOTION Modification of Consent Decree re 15 by AMERICAN EXPRESS
COMPANY, AMERICAN EXPRESS FINANCIAL ADVISORS INC., AMERICAN
EXPRESS FINANCIAL CORPORATION. (Attachments: # 1 Proposed Order)(Taylor,
Ralph) (Entered: 10/02/2002)  

LG 1/10/2011",2010-05-21 11:19:19.040000000,2011-06-22 15:48:36.437000000,lg338,False,
24,http://digitalcommons.ilr.cornell.edu/condec/50/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1055&amp;context=condec,1-03CV662-1,6th,"Southern District of Ohio, Western Division",Ohio,False,"Barrett, Michael R.",Michael R. Barrett,Michael,R.,Barrett,,2003,2003-09-25 00:00:00,2007,2007,2007-04-05 00:00:00,1:03CV662,1,"EEOC v. Jeff Wyler Eastgate, Inc. formerly known as Jeff Wyler Chevrolet, Inc., et al.",2007-04-05 00:00:00,"1. The term of this Decree shall be five (5) years from the date of Entry, which shall be considered as the Effective Date of this Decree.  (Page, 2) ",5,,"The Defendants and the Commission shall each bear their own costs and fees, including bearing their own attorneys fees.  (Page, 11) ",,2010-05-21 11:19:19.197000000,2011-01-21 15:48:50.157000000,lg338,False,
25,http://digitalcommons.ilr.cornell.edu/condec/51/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1052&amp;context=condec,1-06-CV-00744-1,4th,Middle District,North Carolina,False,"Beaty, Jr., James A.",James A. Beaty Jr.,James,A.,Beaty,Jr.,2006,2006-09-06 00:00:00,2008,2008,2008-01-23 00:00:00,1:06-CV-00744,1,"EEOC v. Henredon Furniture Industries, Inc.",2008-01-22 00:00:00,,3,Three Years,"Each party shall bear its own costs and attorney�s fees.  (Page, 6)",,2010-05-21 11:19:19.307000000,2011-06-01 01:06:35.023000000,lg338,False,
26,http://digitalcommons.ilr.cornell.edu/condec/22/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1019&amp;context=condec,1-06-cv-01142-RWR-1,District of Columbia,United States District Court for the District of Columbia,District of Columbia,False,"Roberts, Richard W.",Richard W. Roberts,Richard,W.,Roberts,,2006,2006-06-22 00:00:00,2007,2007,2007-04-24 00:00:00,1:06-cv-01142 (RWR),1,Augst-Johnson v. Morgan Stanley & Co. Incorporated,2007-10-26 00:00:00,,5,Five Years,"Attorneys� Fees and Expenses of Class Counsel:  As discussed above in Section VIII.A., all of Class Counsel�s fees and costs, including those in connection with securing Court approval of this Settlement Agreement, the claims process and any monitoring of this Settlement Agreement, shall be paid from the Settlement Fund, following approval of those attorney�s fees and costs by the Court.  (Page, 45-46)",,2010-05-21 11:19:19.400000000,2011-01-31 23:54:35.497000000,lg338,False,
27,http://digitalcommons.ilr.cornell.edu/condec/44/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1042&amp;context=condec,1-06-CV-0711-ODE-1,11th,Northern District,Georgia,False,"Evans, Orinda",Orinda D. Evans,Orinda,D.,Evans,,2006,2006-03-28 00:00:00,2007,2007,2007-03-05 00:00:00,1:06-CV-0711-ODE,1,EEOC v. Oglethorpe University,2007-03-02 00:00:00,,2,Two Years,"The EEOC and Defendant shall each bear their own respective costs and attorneys fees for this action.  (Page, 12)",,2010-05-21 11:19:19.540000000,2011-01-19 09:41:47.727000000,lg338,False,
28,http://digitalcommons.ilr.cornell.edu/condec/60/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1071&amp;context=condec,2-05-CV-0427-LRH-PAL-1,9th,District of Nevada (U.S. District Court),Nevada,False,"Hicks, Larry L.",Larry L. Hicks,Larry,L.,Hicks,,2005,2005-03-31 00:00:00,2007,2007,2007-08-20 00:00:00,2:05-CV-0427 LRH (PAL),1,"EEOC and Elina Masid et al. v. Caesars Entertainment, Inc. et al. Does 1-10 Inclusive",2007-08-22 00:00:00,"Effective Date: The provisions and agreements contained herein are effective immediately upon the date which this Decree is entered by the Court (�the Effective Date�).  (Page, 5)",3,Three Years ,"Each party shall bear its own costs of suit and attorneys' fees.  (Page, 15)",,2010-05-21 11:19:19.650000000,2011-02-12 11:31:22.500000000,lg338,False,
29,http://digitalcommons.ilr.cornell.edu/condec/85/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1075&amp;context=condec,2-05-CV-460-FTM-29SPC-1,11th,Middle District,Florida,False,"Steele, John E. ",John E. Steele,John,E.,Steele,,2005,2005-09-29 00:00:00,2007,2007,2007-01-22 00:00:00,2:05-CV-460-FTM-29SPC,1,"EEOC v. Gargiulo, Inc.",2007-01-22 00:00:00,,3,Three Years,"Each Party shall bear its own costs associated with this litigation.  (Page, 7)",,2010-05-21 11:19:19.760000000,2011-01-18 22:53:01.087000000,lg338,False,
30,http://digitalcommons.ilr.cornell.edu/condec/72/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1057&amp;context=condec,2-05-CV-73719-1,6th,Eastern District,Michigan,False,"Borman, Paul D.",Paul D. Borman,Paul,D.,Borman,,2005,2005-09-29 00:00:00,2007,2007,2007-06-05 00:00:00,2:05-CV-73719,1,EEOC v. Michigan Seamless Tube,2007-06-05 00:00:00,,3,Three Years,"Each party shall bear its own court costs and attorney fees.  (Page, 7) ",,2010-05-21 11:19:19.853000000,2011-02-01 00:35:12.653000000,lg338,False,
31,http://digitalcommons.ilr.cornell.edu/condec/83/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1078&amp;context=condec,2-05cv2182KS-JMR-1,5th,Southern District,Mississippi,False,"Starrett, Keith",Keith Starrett,Keith,,Starrett,,2005,2005-12-14 00:00:00,2007,2007,2007-03-09 00:00:00,2:05cv2182KS-JMR,1,"EEOC v. JA & P Restaurants, Inc. dba Crechale's Restaurant",2007-03-08 00:00:00,,4,Four Years,"13. The parties shall bear their own attorneys� fees and costs incurred in this action up to the date of entry of this Decree.  (Page, 8)",,2010-05-21 11:19:20.040000000,2011-01-19 10:21:41.133000000,lg338,False,
32,http://digitalcommons.ilr.cornell.edu/condec/81/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1082&amp;context=condec,2-06-cv-02528-M-V-1,6th,Western District,Tennessee,False,"McCalla, Jon P. ",Jon P. McCalla,Jon,P.,McCalla,,2006,2006-08-17 00:00:00,2007,2007,2007-07-30 00:00:00,2:06-cv-02528 M/V ,1,"EEOC v. Gilley Construction Company, Inc.",2007-07-30 00:00:00,,2,Two Years,"The Commission and Gilley Construction will each bear their own attorney's fees and costs incurred in this lawsuit. (Page, 7)",,2010-05-21 11:19:20.167000000,2011-02-07 14:07:28.003000000,lg338,False,
33,http://digitalcommons.ilr.cornell.edu/condec/64/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1066&amp;context=condec,3-94-0489-1,6th,"Middle District of Tennessee, Nashville Division",Tennessee,False,"Higgins, Thomas A",Thomas A Higgins,Thomas,A,Higgins,,1994,1994-02-15 00:00:00,1996,1996,1996-11-20 00:00:00,3-94-0489,1,"Taylor, et al. v. O'Charley's, Inc., et al.",1996-11-20 00:00:00,,2,Two Years,"2. To pay all fees and expenses of Class Counsel involved in claims administration and any and all related services and expenses, including negotiation and implementation of this settlement and related documents and necessary court appearances related thereto incurred after July 21, 1996, up to a maximum of $350,000.  Except as may otherwise be provided in Paragraph VIII B 6 below, the parties agree that the amount to be paid for attorneys' fees and costs as provided herein satisfies any obligation O'Charley's may have to pay reasonable attorneys' fees, litigation expenses, and costs to Class Counsel and any members of the Class for any and all work performed on or after July 21, 1996.  Any surplus from this portion shall remain in the Settlement Fund pending final distribution to Class Members or reversion to the Company.  All fees of Class Counsel to be paid from the Settlement Fund shall be at the rate of $175 per hour for reasonable attorney time and $70 per hour for reasonable paralegal time.  Expenses shall be reimbursed at actual cost without any markup or add on, including any expense for any experts or other persons necessary to assist Class Counsel in claims administration.  Class Counsel shall submit an itemized statement for all reasonable fees and expenses incurred to the Claims Administrator for payment with a copy to counsel for the Company.  No amount for fees and expenses shall be paid by the Claims Administrator until after at least 35 days from the entry of this Decree, but they shall be paid promptly thereafter.  (Pages, 8-9)

B.  Payment of Class Counsel's Attorneys' Fees and Expenses

1 .  Plaintiffs and the Class are deemed to be prevailing parties in the Action for purposes of this settlement.  Plaintiffs, the Class, and Class Counsel are entitled to their reasonable attorneys' fees, litigation expenses, and costs in the Action.  The Company has agreed to pay Class Counsel an award of reasonable attorneys' fees, litigation expenses, and costs for work performed through and including the date of July 21, 1996.  The parties agree that the amount to be paid for attorneys' fees and costs as provided herein satisfies any obligation O'Charley's may have to pay reasonable attorneys' fees, litigation expenses, and costs to Class Counsel and any members of the Class for any and all work performed through and including July 21, 1996.  O'Charley's further represents that it has reviewed the legal fees and expenses of Class Counsel and that the payments to be made as set forth herein are reasonable.  (Pages, 20-21)

2.  Within 35 days of entry of this Decree the Company shall pay to Class Counsel $1,350,000.  (Page, 21)

3.  Within 120 days of entry of this Decree, the Company shall pay to Class Counsel $650,000.  (Page, 21)

4.  The above amounts in Paragraphs VIII B 1, 2, and 3 include all fees and expenses for all Class Counsel, including their designees, agents, etc., except as provided in Paragraph VIII A 2 above and/or in Paragraph VIII B 6 below.  O'Charley's shall make these payments to the law firm of Waring Cox, PLC, which shall be responsible for any further distribution of these amounts to its co-counsel.  Class Counsel shall provide to counsel for O'Charley's a listing of all attorneys receiving fees or expenses with a statement of the separate amounts of fees and expenses incurred by each and a schedule of hourly rates and expense charges prior to the payments set forth in Paragraphs VIII B 2 and 3 above.  (Page, 21)
",,2010-05-21 11:19:20.277000000,2011-01-18 14:08:25.217000000,lg338,False,
34,http://digitalcommons.ilr.cornell.edu/condec/39/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1038&amp;context=condec,3-04-0841-1,6th,Middle District,Tennessee,False,"Nixon, John T. ",John T. Nixon,John,T.,Nixon,,2004,2004-09-15 00:00:00,2006,2006,2006-08-24 00:00:00,3:04-0841,1,"EEOC and Sheena Smith v. Cone Solvents, Inc.",2006-08-24 00:00:00,,2,Two Years,"The Commission and Cone Solvents will each bear their own attorney�s fees and costs incurred in this lawsuit.  (Page, 4)",,2010-05-21 11:19:20.417000000,2011-01-18 15:33:53.490000000,lg338,False,
35,http://digitalcommons.ilr.cornell.edu/condec/31/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1033&amp;context=condec,3-05-CV-691-DPJ-JCS-1,5th,Southern District of Mississippi,Mississippi,False,"Sumner, James C. ",James C. Sumner,James,C.,Sumner,,2005,2005-11-17 00:00:00,2007,2007,2007-10-09 00:00:00,3:05-CV-691-DPJ-JCS,1,EEOC v. Helmerich & Payne International Drilling Company,2007-10-09 00:00:00,,2,Two Years,"The EEOC, the Named Class Members, and H&P shall bear their respective costs and attorneys� fees incurred as a result of this action through the filing of this Consent Decree. On September 26, 2007, Keith L. Gates filed a Notice of Attorney�s Lien in this cause, alleging that Gates is entitled to a contingency fee based upon amounts paid in settlement to both James Mann and Danny Dodd. Notwithstanding paragraph 3 of this Consent Decree, Defendant H&P shall pay all settlement funds allocated to James Mann and Danny Dodd into the Court, as the Court directs, to be held by the Court until the Court determines the validity and 
amount, if any, of an attorney�s lien by Mr. Gates. (Page, 6)",,2010-05-21 11:19:20.493000000,2011-02-13 14:32:57.813000000,lg338,False,
